order_id,Priority,Cust_id,Segment,City,Category,Subcategory,Container,Profit,Quantity,Sales,Mode,order_Dte,Mnth,Year
86165,Critical,2352,Consumer,Philadelphia,Office Supplies,Storage,Small Box,731,18,1067,Regular Air,20/12/2013,12,2013
88220,High,2049,Corporate,Toronto,Technology,Peripherals,Small Pack,-258,19,297,Regular Air,21/12/2013,12,2013
87488,Low,1551,Consumer,Hamburg,Office Supplies,Storage,Small Box,-235,18,313,Regular Air,25/12/2013,12,2013
87148,Low,2062,Corporate,Victoria,Furniture,Chairs,Jumbo Drum,-112,22,6502,Delivery Truck,26/12/2013,12,2013
87587,Low,1203,SmallBusiness,Bangkok,Technology,Peripherals,Small Box,-8,12,576,Regular Air,28/12/2013,12,2013
86433,Low,3118,Corporate,New York,Furniture,Furnishings,Medium Box,85,3,119,Regular Air,01/01/2014,1,2014
87246,Low,1750,HomeOffice,Hong Kong,Furniture,Furnishings,Small Box,-14,9,18,Regular Air,02/01/2014,1,2014
89620,Critical,1031,SmallBusiness,San Pedro,Technology,Telephones,Medium Box,160,11,227,Regular Air,02/01/2014,1,2014
88922,High,196,SmallBusiness,Cardiff,Office Supplies,Paper,Small Box,-24,2,11,Express Air,05/01/2014,1,2014
88922,High,196,SmallBusiness,Cardiff,Technology,Telephones,Small Box,15,4,186,Regular Air,05/01/2014,1,2014
87397,Medium,2913,HomeOffice,Lyon,Office Supplies,Paper,Small Box,-27,5,34,Regular Air,07/01/2014,1,2014
88175,Not Specified,672,SmallBusiness,Kaliningrad,Technology,Peripherals,Small Pack,-52,8,38,Express Air,10/01/2014,1,2014
57318,Medium,1193,SmallBusiness,Cairo,Office Supplies,Labels,Small Box,29,33,168,Regular Air,10/01/2014,1,2014
48487,Low,604,HomeOffice,Sao Paulo,Office Supplies,Accessories,Small Box,56,27,370,Regular Air,11/01/2014,1,2014
90215,Critical,1057,SmallBusiness,Moscow,Furniture,Chairs,Jumbo Drum,33,5,638,Delivery Truck,14/01/2014,1,2014
87375,Not Specified,2903,SmallBusiness,Odessa,Office Supplies,Paper,Small Box,-9,2,11,Regular Air,14/01/2014,1,2014
21574,Critical,1193,SmallBusiness,Singapore,Technology,Peripherals,Small Pack,-58,33,74,Regular Air,15/01/2014,1,2014
86291,High,2900,HomeOffice,Donetsk,Office Supplies,Storage,Medium Box,200,12,326,Regular Air,18/01/2014,1,2014
89220,Critical,2455,Corporate,Shanghai,Furniture,Furnishings,Small Box,83,7,228,Regular Air,20/01/2014,1,2014
88759,High,2791,Corporate,Bordeaux,Furniture,Furnishings,Large Box,-80,12,102,Express Air,20/01/2014,1,2014
86352,Not Specified,562,HomeOffice,Sydney,Office Supplies,Appliances,Small Box,1510,12,2391,Regular Air,25/01/2014,1,2014
86352,Not Specified,562,HomeOffice,Perth,Furniture,Bookcases,Jumbo Box,-573,7,399,Delivery Truck,25/01/2014,1,2014
90045,Critical,1006,SmallBusiness,St. Petersburg,Office Supplies,Appliances,Small Box,-56,8,83,Regular Air,26/01/2014,1,2014
90726,Medium,2763,Corporate,Burlington,Office Supplies,Envelopes,Small Box,671,13,1036,Regular Air,31/01/2014,1,2014
89118,Not Specified,1163,Corporate,Yaounde,Office Supplies,Envelopes,Small Box,56,5,81,Regular Air,01/02/2014,2,2014
88031,High,2213,HomeOffice,Mossel Bay,Technology,Peripherals,Small Box,-118,1,104,Express Air,01/02/2014,2,2014
56931,High,1060,SmallBusiness,St. Petersburg,Technology,Telephones,Medium Box,-142,34,272,Regular Air,03/02/2014,2,2014
86510,Critical,3224,SmallBusiness,Burlington,Office Supplies,Paper,Wrap Bag,11,2,16,Regular Air,04/02/2014,2,2014
86510,Critical,3224,SmallBusiness,Albany,Technology,Telephones,Small Box,-86,2,128,Regular Air,04/02/2014,2,2014
89744,High,2817,Corporate,Riyadh,Office Supplies,Paper,Wrap Bag,-49,9,70,Express Air,07/02/2014,2,2014
87739,Medium,479,SmallBusiness,Adelaide,Furniture,Chairs,Jumbo Drum,-403,11,3229,Delivery Truck,08/02/2014,2,2014
91168,Critical,2587,HomeOffice,San Diego,Office Supplies,Accessories,Small Box,109,4,157,Regular Air,09/02/2014,2,2014
87021,Low,603,SmallBusiness,Hobart,Office Supplies,Paper,Wrap Bag,13,2,19,Regular Air,11/02/2014,2,2014
10080,Low,1413,Corporate,Recife,Technology,Peripherals,Small Box,-26,20,649,Regular Air,12/02/2014,2,2014
86679,Not Specified,2235,Consumer,Vancouver,Office Supplies,Paper,Small Box,-46,3,18,Regular Air,13/02/2014,2,2014
36065,High,1060,SmallBusiness,St. Petersburg,Office Supplies,Envelopes,Small Box,-82,31,539,Regular Air,17/02/2014,2,2014
86428,Medium,2954,Consumer,Boise,Office Supplies,Storage,Large Box,-820,9,761,Regular Air,19/02/2014,2,2014
88107,Not Specified,1131,Corporate,Istanbul,Office Supplies,Paper,Small Box,39,12,123,Regular Air,20/02/2014,2,2014
90740,Medium,3209,Corporate,Cheyenne,Technology,Peripherals,Small Box,109,12,384,Regular Air,22/02/2014,2,2014
88841,Low,3379,HomeOffice,Des Moines,Office Supplies,Paper,Small Box,-83,10,104,Regular Air,23/02/2014,2,2014
88206,Medium,99,Consumer,Sheffield,Office Supplies,Rubber Bands,Wrap Bag,28,12,44,Regular Air,23/02/2014,2,2014
88000,Medium,956,Consumer,Voronezh,Technology,Office Machines,Small Box,-77,1,97,Regular Air,25/02/2014,2,2014
89418,Low,3074,Corporate,Stockholm,Technology,Peripherals,Small Box,-333,9,741,Regular Air,26/02/2014,2,2014
86251,Critical,547,Corporate,Hobart,Office Supplies,Paper,Small Box,107,7,300,Regular Air,26/02/2014,2,2014
86557,Not Specified,573,HomeOffice,Hobart,Technology,Office Machines,Jumbo Drum,2624,8,3976,Delivery Truck,27/02/2014,2,2014
86105,Low,3043,Corporate,Shanghai,Furniture,Bookcases,Jumbo Box,-774,7,910,Delivery Truck,27/02/2014,2,2014
86437,Not Specified,608,Corporate,Adelaide,Office Supplies,Paper,Small Box,-55,8,50,Regular Air,01/03/2014,3,2014
89026,Medium,3187,Consumer,Cheyenne,Office Supplies,Paper,Small Box,-114,11,122,Express Air,03/03/2014,3,2014
89681,Low,1602,HomeOffice,Merida,Office Supplies,Accessories,Small Box,57,10,115,Regular Air,03/03/2014,3,2014
91252,Medium,3236,HomeOffice,New York,Technology,Telephones,Small Box,241,7,780,Regular Air,05/03/2014,3,2014
90692,Not Specified,3183,HomeOffice,Nantes,Office Supplies,Accessories,Small Box,59,2,86,Regular Air,07/03/2014,3,2014
90736,Medium,646,Corporate,Canberra,Technology,Telephones,Wrap Bag,-300,9,735,Express Air,08/03/2014,3,2014
86174,Medium,970,HomeOffice,St. Petersburg,Office Supplies,Scissors,Small Pack,43,6,60,Regular Air,09/03/2014,3,2014
90816,Not Specified,3221,Consumer,Montgomery,Technology,Telephones,Small Box,71,3,399,Express Air,12/03/2014,3,2014
88648,Medium,576,Corporate,Sydney,Furniture,Chairs,Jumbo Drum,-346,4,517,Delivery Truck,13/03/2014,3,2014
88648,Medium,577,Corporate,Perth,Office Supplies,Pens,Wrap Bag,59,9,90,Regular Air,13/03/2014,3,2014
90203,Low,990,Corporate,Voronezh,Technology,Telephones,Small Box,354,12,752,Regular Air,19/03/2014,3,2014
86065,Medium,2656,Corporate,Santiago,Office Supplies,Paper,Small Box,-49,10,67,Regular Air,21/03/2014,3,2014
86065,Medium,2656,Corporate,Santiago,Office Supplies,Paper,Small Box,47,7,66,Regular Air,21/03/2014,3,2014
87349,Critical,363,SmallBusiness,Sheffield,Furniture,Tables,Jumbo Box,-692,6,1838,Delivery Truck,25/03/2014,3,2014
88872,Critical,1940,Corporate,Hong Kong,Technology,Peripherals,Small Pack,228,11,354,Regular Air,27/03/2014,3,2014
89149,Low,2685,SmallBusiness,Nagoya,Furniture,Tables,Large Box,-489,12,2439,Regular Air,28/03/2014,3,2014
89060,Low,874,SmallBusiness,Ryazan,Furniture,Chairs,Jumbo Drum,190,9,460,Delivery Truck,30/03/2014,3,2014
88613,Medium,2964,Consumer,Charlotte,Technology,Office Machines,Jumbo Drum,1543,5,2557,Delivery Truck,01/04/2014,4,2014
87179,Medium,92,Corporate,Birmingham,Office Supplies,Pens,Wrap Bag,30,5,49,Regular Air,02/04/2014,4,2014
29700,Medium,1193,Consumer,Córdoba,Office Supplies,Labels,Small Box,5,9,29,Regular Air,06/04/2014,4,2014
88412,Medium,1271,Corporate,Rio de Janeiro,Office Supplies,Appliances,Small Box,-25,7,75,Regular Air,07/04/2014,4,2014
90204,Not Specified,984,SmallBusiness,Lipetsk,Office Supplies,Pens,Small Pack,-76,5,60,Regular Air,08/04/2014,4,2014
86185,High,2746,Corporate,Marseille,Office Supplies,Appliances,Medium Box,-8,2,24,Regular Air,11/04/2014,4,2014
87973,Medium,3299,Consumer,Salt Lake City,Office Supplies,Paper,Small Box,-16,3,20,Express Air,11/04/2014,4,2014
86185,High,2746,Corporate,Milwaukee,Furniture,Furnishings,Small Pack,63,7,108,Express Air,11/04/2014,4,2014
89972,High,2223,SmallBusiness,Pretoria,Technology,Telephones,Small Box,266,5,807,Express Air,15/04/2014,4,2014
86034,High,2641,HomeOffice,Shanghai,Office Supplies,Labels,Small Box,29,8,41,Regular Air,16/04/2014,4,2014
86467,High,2560,Consumer,Richmond,Office Supplies,Appliances,Medium Box,-37,9,153,Regular Air,16/04/2014,4,2014
90416,Low,1948,Corporate,Hong Kong,Office Supplies,Storage,Small Box,-49,7,183,Express Air,20/04/2014,4,2014
90041,Low,2363,HomeOffice,Augusta,Office Supplies,Storage,Small Box,-125,7,115,Regular Air,20/04/2014,4,2014
89593,Critical,1216,SmallBusiness,Córdoba,Office Supplies,Paper,Small Box,133,6,206,Regular Air,20/04/2014,4,2014
89335,Medium,2039,Corporate,Sao Paulo,Office Supplies,Paper,Small Box,40,3,57,Regular Air,27/04/2014,4,2014
89745,Low,2816,Corporate,Riyadh,Office Supplies,Storage,Small Box,-27,6,100,Regular Air,28/04/2014,4,2014
90363,Medium,730,Consumer,Sydney,Furniture,Furnishings,Jumbo Drum,-169,11,267,Delivery Truck,29/04/2014,4,2014
90482,High,242,SmallBusiness,Manchester,Furniture,Furnishings,Small Pack,82,7,124,Regular Air,01/05/2014,5,2014
88138,Not Specified,2466,HomeOffice,Aomori,Technology,Office Machines,Jumbo Box,243,16,1884,Delivery Truck,02/05/2014,5,2014
8131,Critical,1488,HomeOffice,Voronezh,Technology,Peripherals,Small Pack,185,35,1093,Regular Air,03/05/2014,5,2014
90305,Critical,1510,Corporate,Sao Paulo,Technology,Copiers and Fax,Large Box,329,8,1570,Regular Air,05/05/2014,5,2014
88214,Low,1376,HomeOffice,Recife,Office Supplies,Paper,Small Box,-41,8,49,Regular Air,06/05/2014,5,2014
4004,Medium,3011,Corporate,Riyadh,Office Supplies,Pens,Wrap Bag,8,20,92,Regular Air,06/05/2014,5,2014
88108,Medium,1133,HomeOffice,Libreville,Office Supplies,Accessories,Small Box,-10,7,13,Regular Air,09/05/2014,5,2014
88126,High,542,HomeOffice,Canberra,Furniture,Tables,Jumbo Box,-1017,12,546,Delivery Truck,10/05/2014,5,2014
89830,Medium,310,Consumer,Belfast,Office Supplies,Paper,Small Box,-230,16,107,Regular Air,11/05/2014,5,2014
87427,Low,1558,Consumer,Barcelona,Furniture,Bookcases,Jumbo Box,-43,8,569,Delivery Truck,12/05/2014,5,2014
87702,Low,418,SmallBusiness,Canberra,Office Supplies,Paper,Small Box,63,15,490,Regular Air,13/05/2014,5,2014
86386,Medium,393,Corporate,Perth,Furniture,Furnishings,Small Pack,869,13,1307,Express Air,14/05/2014,5,2014
89236,Not Specified,204,Corporate,Bristol,Furniture,Furnishings,Medium Box,20,3,30,Regular Air,16/05/2014,5,2014
87456,Not Specified,2530,SmallBusiness,Lyon,Office Supplies,Pens,Small Pack,190,17,691,Regular Air,17/05/2014,5,2014
90978,Critical,1105,HomeOffice,Bangkok,Technology,Telephones,Small Box,1023,15,1915,Regular Air,19/05/2014,5,2014
88892,Medium,679,Corporate,St. Petersburg,Office Supplies,Accessories,Small Box,-26,17,146,Regular Air,21/05/2014,5,2014
86374,Medium,2399,Corporate,Jackson,Office Supplies,Rubber Bands,Wrap Bag,-42,16,94,Express Air,22/05/2014,5,2014
89027,High,3186,Consumer,Philadelphia,Office Supplies,Rubber Bands,Wrap Bag,-11,6,13,Regular Air,23/05/2014,5,2014
88930,High,382,Corporate,Canberra,Office Supplies,Accessories,Small Box,-27,1,22,Regular Air,25/05/2014,5,2014
89837,Not Specified,3265,Corporate,Hartford,Office Supplies,Paper,Small Box,87,9,213,Regular Air,25/05/2014,5,2014
43526,High,308,Consumer,Marseille,Office Supplies,Envelopes,Small Box,-2,71,807,Regular Air,26/05/2014,5,2014
89925,High,80,SmallBusiness,Glasgow,Furniture,Furnishings,Medium Box,517,7,759,Regular Air,29/05/2014,5,2014
35840,High,272,HomeOffice,Cardiff,Technology,Telephones,Wrap Bag,765,71,5928,Regular Air,29/05/2014,5,2014
87490,Medium,1552,SmallBusiness,Frankfurt,Technology,Peripherals,Small Pack,-26,13,281,Regular Air,30/05/2014,5,2014
87188,Not Specified,2973,HomeOffice,Lincoln,Office Supplies,Scissors,Small Pack,11,6,68,Express Air,03/06/2014,6,2014
86015,Low,459,HomeOffice,Melbourne,Technology,Peripherals,Small Box,-59,7,79,Regular Air,04/06/2014,6,2014
89739,Medium,685,SmallBusiness,Kaliningrad,Technology,Telephones,Small Pack,307,6,539,Regular Air,05/06/2014,6,2014
45413,High,1193,SmallBusiness,Tel Aviv,Office Supplies,Accessories,Small Box,-71,27,121,Regular Air,08/06/2014,6,2014
91336,Low,661,Consumer,Adelaide,Furniture,Furnishings,Small Pack,84,9,131,Regular Air,08/06/2014,6,2014
91368,Medium,649,HomeOffice,Sydney,Office Supplies,Rubber Bands,Wrap Bag,-5,12,60,Regular Air,09/06/2014,6,2014
89597,Low,1360,Consumer,Rio de Janeiro,Office Supplies,Accessories,Small Box,-6,8,17,Regular Air,13/06/2014,6,2014
91521,High,2435,Consumer,Riyadh,Office Supplies,Paper,Wrap Bag,7,8,48,Express Air,14/06/2014,6,2014
90134,Critical,1090,Corporate,Las Plumas,Technology,Peripherals,Small Pack,-134,18,86,Regular Air,14/06/2014,6,2014
86332,Critical,1946,Consumer,Bogota,Furniture,Tables,Jumbo Box,-282,8,1173,Delivery Truck,16/06/2014,6,2014
88490,High,1545,Corporate,Duisburg,Office Supplies,Storage,Large Box,-180,1,280,Regular Air,17/06/2014,6,2014
4610,Low,2548,SmallBusiness,Los Angeles,Office Supplies,Envelopes,Small Box,196,44,670,Regular Air,17/06/2014,6,2014
90642,Medium,1038,Corporate,Cairo,Office Supplies,Accessories,Small Box,-15,3,19,Regular Air,21/06/2014,6,2014
88470,High,1921,SmallBusiness,Bogota,Technology,Peripherals,Small Pack,419,18,626,Regular Air,21/06/2014,6,2014
87163,Not Specified,2780,Corporate,Salem,Furniture,Furnishings,Small Box,-3,12,115,Regular Air,23/06/2014,6,2014
89420,Medium,3074,Corporate,Stockholm,Office Supplies,Paper,Small Box,-11,3,13,Express Air,25/06/2014,6,2014
89056,Low,2423,HomeOffice,Riyadh,Office Supplies,Appliances,Small Box,2214,14,3299,Regular Air,25/06/2014,6,2014
89469,High,2176,SmallBusiness,Bangalore,Furniture,Furnishings,Large Box,-261,19,284,Regular Air,26/06/2014,6,2014
88208,Not Specified,112,Consumer,Sheffield,Technology,Peripherals,Small Box,-133,16,169,Regular Air,29/06/2014,6,2014
91230,High,1287,Corporate,Istanbul,Technology,Peripherals,Small Pack,-55,18,142,Regular Air,30/06/2014,6,2014
90231,Not Specified,1569,Corporate,Hong Kong,Furniture,Furnishings,Medium Box,10,6,62,Regular Air,03/07/2014,7,2014
86016,Low,451,HomeOffice,Adelaide,Technology,Peripherals,Small Box,-63,2,38,Regular Air,04/07/2014,7,2014
87981,Medium,701,Consumer,Adelaide,Office Supplies,Paper,Wrap Bag,39,5,111,Regular Air,09/07/2014,7,2014
91338,Low,642,Corporate,Hobart,Office Supplies,Labels,Small Box,72,14,107,Regular Air,14/07/2014,7,2014
89752,Medium,1329,SmallBusiness,Sao Paulo,Technology,Peripherals,Small Pack,317,14,502,Regular Air,16/07/2014,7,2014
89274,High,1662,HomeOffice,Cape Town,Office Supplies,Pens,Wrap Bag,103,8,157,Regular Air,17/07/2014,7,2014
90650,Critical,174,Corporate,Nottingham,Office Supplies,Scissors,Small Pack,-70,9,55,Express Air,17/07/2014,7,2014
90872,High,2864,Corporate,Santiago,Technology,Copiers and Fax,Jumbo Drum,1160,5,2279,Delivery Truck,20/07/2014,7,2014
88050,High,214,HomeOffice,Nottingham,Office Supplies,Accessories,Small Box,400,9,583,Regular Air,21/07/2014,7,2014
91210,Low,1354,Consumer,Libreville,Furniture,Furnishings,Small Pack,32,7,77,Express Air,21/07/2014,7,2014
91050,Low,2801,HomeOffice,Pretoria,Technology,Telephones,Small Box,-42,4,470,Express Air,23/07/2014,7,2014
91317,Low,2787,Consumer,New York,Office Supplies,Paper,Wrap Bag,39,13,55,Express Air,24/07/2014,7,2014
91317,Low,2788,Consumer,New York,Office Supplies,Accessories,Small Box,-171,13,109,Express Air,24/07/2014,7,2014
87523,Critical,1171,Consumer,Buenos Aires,Technology,Telephones,Small Pack,-75,2,74,Regular Air,25/07/2014,7,2014
86176,High,966,HomeOffice,St. Petersburg,Technology,Telephones,Small Box,62,6,409,Regular Air,26/07/2014,7,2014
89841,Low,3092,Corporate,Philadelphia,Furniture,Chairs,Jumbo Drum,-220,2,219,Delivery Truck,27/07/2014,7,2014
86253,Medium,546,Corporate,Adelaide,Furniture,Furnishings,Small Pack,45,10,68,Regular Air,29/07/2014,7,2014
86712,Medium,1448,SmallBusiness,Recife,Furniture,Tables,Jumbo Box,33,6,253,Delivery Truck,30/07/2014,7,2014
86538,Not Specified,1259,HomeOffice,Sao Paulo,Office Supplies,Pens,Wrap Bag,-69,12,33,Regular Air,30/07/2014,7,2014
89700,Medium,1850,Consumer,Vancouver,Furniture,Furnishings,Wrap Bag,15,1,41,Regular Air,03/08/2014,8,2014
86741,Critical,1454,Corporate,Sao Paulo,Technology,Telephones,Small Box,-110,3,190,Regular Air,03/08/2014,8,2014
89946,Medium,1776,Consumer,Merida,Technology,Telephones,Small Box,-6,6,393,Regular Air,04/08/2014,8,2014
86689,Critical,1935,Corporate,Hong Kong,Office Supplies,Storage,Small Box,105,8,928,Regular Air,05/08/2014,8,2014
90543,Not Specified,1418,SmallBusiness,Sao Paulo,Office Supplies,Pens,Wrap Bag,18,12,36,Regular Air,06/08/2014,8,2014
87491,Medium,1553,HomeOffice,Barcelona,Technology,Peripherals,Small Box,-51,8,88,Regular Air,07/08/2014,8,2014
90651,High,174,Corporate,Sheffield,Office Supplies,Pens,Wrap Bag,7,3,15,Regular Air,11/08/2014,8,2014
88270,Medium,2359,Corporate,Augusta,Technology,Telephones,Small Pack,62,4,87,Regular Air,13/08/2014,8,2014
89541,High,888,Consumer,Kaliningrad,Furniture,Tables,Large Box,602,14,892,Express Air,14/08/2014,8,2014
85908,High,817,Consumer,Kaliningrad,Technology,Peripherals,Small Pack,-58,15,90,Regular Air,17/08/2014,8,2014
88787,Critical,1707,SmallBusiness,Victoria,Office Supplies,Paper,Small Box,648,17,944,Regular Air,17/08/2014,8,2014
91278,Medium,2004,HomeOffice,Davangere,Office Supplies,Appliances,Small Box,82,9,181,Regular Air,18/08/2014,8,2014
88843,Medium,3379,Corporate,Richmond,Technology,Telephones,Small Pack,-15,20,1111,Express Air,22/08/2014,8,2014
90232,Not Specified,1568,Corporate,Hong Kong,Office Supplies,Pens,Wrap Bag,96,7,147,Express Air,23/08/2014,8,2014
89973,High,2225,SmallBusiness,Johannesburg,Office Supplies,Envelopes,Small Box,-26,12,65,Regular Air,23/08/2014,8,2014
85845,Low,1799,Corporate,Varanasi,Technology,Peripherals,Small Box,-22,10,267,Regular Air,26/08/2014,8,2014
46375,Medium,2565,HomeOffice,Milan,Office Supplies,Paper,Small Box,376,43,1576,Regular Air,26/08/2014,8,2014
90790,High,1722,Corporate,Vancouver,Office Supplies,Storage,Small Box,-70,13,193,Regular Air,26/08/2014,8,2014
90609,Low,1842,Consumer,Rio de Janeiro,Furniture,Tables,Jumbo Box,-183,3,464,Delivery Truck,30/08/2014,8,2014
86975,Critical,1687,Corporate,Vancouver,Furniture,Chairs,Jumbo Drum,-80,9,2522,Delivery Truck,30/08/2014,8,2014
86975,Critical,1687,Corporate,Victoria,Office Supplies,Paper,Wrap Bag,29,9,43,Regular Air,31/08/2014,8,2014
89010,Critical,1025,SmallBusiness,St. Petersburg,Furniture,Chairs,Jumbo Drum,-409,5,780,Delivery Truck,03/09/2014,9,2014
88804,Medium,2007,Corporate,Tumkur,Office Supplies,Rubber Bands,Wrap Bag,-46,21,121,Regular Air,04/09/2014,9,2014
88513,Not Specified,535,Corporate,Sydney,Furniture,Furnishings,Small Pack,-113,20,419,Regular Air,05/09/2014,9,2014
88594,High,3356,Corporate,Denver,Office Supplies,Envelopes,Small Box,88,18,135,Regular Air,07/09/2014,9,2014
89390,Critical,1045,HomeOffice,Libreville,Office Supplies,Pens,Wrap Bag,6,16,63,Regular Air,08/09/2014,9,2014
88302,Not Specified,2577,HomeOffice,Burlington,Office Supplies,Accessories,Small Box,52,14,74,Regular Air,09/09/2014,9,2014
90517,Not Specified,1367,SmallBusiness,Recife,Technology,Peripherals,Small Box,-48,17,258,Regular Air,11/09/2014,9,2014
89498,Not Specified,2825,Consumer,Cape Town,Technology,Office Machines,Large Box,-9916,2,13458,Regular Air,12/09/2014,9,2014
15303,Critical,1314,HomeOffice,Paris,Office Supplies,Accessories,Small Box,-72,38,178,Regular Air,13/09/2014,9,2014
90453,High,862,Corporate,Ryazan,Furniture,Chairs,Jumbo Drum,326,7,1243,Delivery Truck,14/09/2014,9,2014
90105,Low,3320,SmallBusiness,Boise,Office Supplies,Pens,Wrap Bag,-57,18,54,Regular Air,15/09/2014,9,2014
91138,High,3022,Corporate,Riyadh,Office Supplies,Accessories,Small Box,42,13,151,Regular Air,17/09/2014,9,2014
358,High,2747,Corporate,New York City,Technology,Peripherals,Small Pack,260,60,2325,Regular Air,19/09/2014,9,2014
87060,Low,305,SmallBusiness,Leeds,Office Supplies,Appliances,Small Box,289,10,502,Regular Air,19/09/2014,9,2014
358,High,2747,Corporate,New York City,Furniture,Bookcases,Jumbo Box,-1302,60,3014,Delivery Truck,19/09/2014,9,2014
88529,Low,228,SmallBusiness,Sheffield,Technology,Telephones,Small Box,149,21,1419,Regular Air,22/09/2014,9,2014
91425,Not Specified,2750,SmallBusiness,Marseille,Furniture,Bookcases,Jumbo Box,1,9,647,Delivery Truck,23/09/2014,9,2014
91092,Not Specified,149,SmallBusiness,Belfast,Office Supplies,Appliances,Medium Box,70,3,148,Regular Air,24/09/2014,9,2014
90975,Medium,327,Consumer,Liverpool,Technology,Peripherals,Small Pack,20,10,86,Regular Air,25/09/2014,9,2014
33505,Low,2645,Consumer,Milan,Technology,Telephones,Small Box,300,64,5401,Express Air,25/09/2014,9,2014
39238,Critical,3289,Corporate,Rome,Office Supplies,Accessories,Small Box,108,16,623,Express Air,26/09/2014,9,2014
86530,Low,2555,HomeOffice,Raleigh,Office Supplies,Storage,Small Box,-228,22,373,Regular Air,28/09/2014,9,2014
59008,Critical,2107,Corporate,Chicago,Technology,Office Machines,Jumbo Drum,1222,71,6475,Delivery Truck,29/09/2014,9,2014
89078,Not Specified,1442,Corporate,Recife,Furniture,Bookcases,Jumbo Box,-468,6,746,Delivery Truck,30/09/2014,9,2014
86634,High,2678,SmallBusiness,Tokyo,Office Supplies,Paper,Wrap Bag,3,2,20,Regular Air,03/10/2014,10,2014
90195,Critical,10,HomeOffice,Perth,Office Supplies,Envelopes,Small Box,138,14,216,Regular Air,04/10/2014,10,2014
86236,Low,3272,HomeOffice,Houston,Office Supplies,Accessories,Small Box,-55,14,70,Regular Air,04/10/2014,10,2014
87350,Not Specified,361,SmallBusiness,London,Technology,Telephones,Small Box,280,11,1346,Regular Air,07/10/2014,10,2014
87470,High,2092,Consumer,Vancouver,Furniture,Furnishings,Small Box,-30,14,319,Regular Air,07/10/2014,10,2014
7619,Not Specified,2882,Consumer,Stockholm,Technology,Peripherals,Small Pack,-31,14,253,Regular Air,08/10/2014,10,2014
86146,High,1406,Corporate,Sao Paulo,Office Supplies,Rubber Bands,Wrap Bag,5,13,20,Regular Air,09/10/2014,10,2014
87703,Low,423,SmallBusiness,Melbourne,Office Supplies,Appliances,Small Box,916,22,1342,Regular Air,10/10/2014,10,2014
88493,High,1546,Corporate,Berlin,Furniture,Tables,Large Box,36,10,3009,Regular Air,11/10/2014,10,2014
34849,Critical,2107,HomeOffice,Chicago,Office Supplies,Storage,Small Box,-504,5,2057,Regular Air,12/10/2014,10,2014
85820,Low,2409,SmallBusiness,Baltimore,Office Supplies,Storage,Large Box,-223,3,118,Regular Air,13/10/2014,10,2014
88322,Critical,2500,SmallBusiness,Madrid,Office Supplies,Storage,Small Box,-22,15,428,Express Air,15/10/2014,10,2014
90777,Low,1796,Corporate,Ahmednagar,Office Supplies,Accessories,Small Box,3081,15,4683,Express Air,16/10/2014,10,2014
88063,Low,464,SmallBusiness,Canberra,Furniture,Furnishings,Wrap Bag,16,14,71,Regular Air,18/10/2014,10,2014
90845,Not Specified,942,HomeOffice,Yaroslavl,Office Supplies,Paper,Small Box,-32,5,32,Regular Air,19/10/2014,10,2014
86939,High,2021,HomeOffice,Mossel Bay,Office Supplies,Paper,Wrap Bag,2,4,20,Express Air,22/10/2014,10,2014
87983,Not Specified,705,Consumer,Melbourne,Office Supplies,Storage,Large Box,-325,3,514,Regular Air,22/10/2014,10,2014
86983,Low,2784,Corporate,Baltimore,Office Supplies,Appliances,Small Box,23,9,130,Regular Air,23/10/2014,10,2014
86400,High,1461,HomeOffice,Sao Paulo,Furniture,Bookcases,Jumbo Box,2693,18,5660,Delivery Truck,26/10/2014,10,2014
90936,Medium,1585,Corporate,Tijuana,Office Supplies,Appliances,Medium Box,200,6,297,Regular Air,27/10/2014,10,2014
87368,Not Specified,84,Corporate,Belfast,Office Supplies,Appliances,Small Box,2209,18,4330,Express Air,29/10/2014,10,2014
88696,Low,2243,Corporate,Toronto,Office Supplies,Paper,Small Box,-42,4,20,Regular Air,30/10/2014,10,2014
87120,Medium,2034,Consumer,Johannesburg,Office Supplies,Paper,Small Box,-256,22,459,Regular Air,31/10/2014,10,2014
86206,Medium,3296,Corporate,New York,Office Supplies,Pens,Wrap Bag,17,21,58,Regular Air,31/10/2014,10,2014
43745,Low,1999,Corporate,Varanasi,Technology,Peripherals,Small Box,27,88,4545,Regular Air,01/11/2014,11,2014
23271,High,181,SmallBusiness,Manchester,Technology,Office Machines,Jumbo Drum,-1689,3,2329,Delivery Truck,03/11/2014,11,2014
86138,High,2916,HomeOffice,Marseille,Office Supplies,Paper,Small Box,55,31,273,Express Air,04/11/2014,11,2014
89821,High,1955,Consumer,Hong Kong,Technology,Office Machines,Medium Box,-180,38,5571,Regular Air,08/11/2014,11,2014
90655,Critical,1732,SmallBusiness,Beijing,Office Supplies,Envelopes,Small Box,364,37,559,Regular Air,08/11/2014,11,2014
87513,Critical,2947,Consumer,Jamestown,Technology,Peripherals,Small Pack,6,17,29,Regular Air,09/11/2014,11,2014
86773,Not Specified,1118,HomeOffice,San Pedro,Furniture,Bookcases,Jumbo Box,139,43,2612,Delivery Truck,13/11/2014,11,2014
91507,Medium,2753,Consumer,Albany,Office Supplies,Accessories,Small Box,45,23,164,Regular Air,13/11/2014,11,2014
