name,time,device,kpi,value
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T02:53:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,34360
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T03:03:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,29676
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T03:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,32218
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T03:23:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,33870
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T03:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,33737
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T03:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,31115
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T03:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,36921
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T04:03:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,31167
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T04:12:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,38583
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T04:23:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,33168
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T04:33:01Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,31622
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T04:42:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,37196
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T04:52:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,33047
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T05:03:02Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,41291
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T05:12:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,36397
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T05:23:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,37628
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T05:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,36347
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T05:43:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,36850
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T05:53:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,36025
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T06:03:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,49841
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T06:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,47189
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T06:23:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,47283
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T06:33:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,50838
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T06:43:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,49046
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T06:53:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,50940
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T07:03:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,59063
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T07:13:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,58824
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T07:23:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,63637
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T07:33:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,65809
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T07:43:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,73236
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T07:53:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,82545
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T08:03:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,100733
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T08:13:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,103701
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T08:23:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,95718
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T08:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,105255
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T08:43:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,115753
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T08:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,101143
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T09:03:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,101391
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T09:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,112946
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T09:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,123411
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T09:33:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,126304
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T09:42:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,133279
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T09:52:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,121039
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T10:03:02Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,122954
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T10:12:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,128543
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T10:23:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,128719
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T10:32:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,132338
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T10:42:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,124708
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T10:53:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,131781
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T11:03:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,118440
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T11:13:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,140653
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T11:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,133866
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T11:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,164440
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T11:43:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,117276
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T11:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,115139
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T12:03:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,98712
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T12:13:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,103305
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T12:23:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,106652
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T12:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,97613
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T12:43:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,104001
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T12:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,97329
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T13:03:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,105669
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T13:13:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,110524
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T13:23:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,108304
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T13:33:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,111666
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T13:43:41Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,103493
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T13:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,111831
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T14:03:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,120933
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T14:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,127658
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T14:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,125336
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T14:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,124705
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T14:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,121646
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T14:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,129460
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T15:03:03Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,123246
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T15:12:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,123050
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T15:22:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,126419
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T15:32:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,120172
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T15:43:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,120541
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T15:53:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,132521
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T16:03:02Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,121773
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T16:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,128791
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T16:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,127681
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T16:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,126440
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T16:43:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,123447
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T16:53:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,116319
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T17:03:31Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,123666
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T17:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,121039
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T17:23:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,126961
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T17:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,122358
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T17:43:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,139821
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T17:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,124984
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T18:03:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,129914
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T18:13:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,117910
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T18:23:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,120012
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T18:33:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,119481
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T18:43:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,116789
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T18:53:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,116218
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T19:03:33Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,120505
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T19:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,117904
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T19:23:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,128862
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T19:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,107146
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T19:43:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,103518
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T19:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,107487
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T20:03:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,109989
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T20:12:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,116948
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T20:22:58Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,109742
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T20:32:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,102079
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T20:42:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,117715
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T20:53:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,121956
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T21:03:03Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,116156
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T21:12:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,113091
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T21:23:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,119063
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T21:33:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,114487
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T21:43:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,118374
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T21:53:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,115488
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T22:03:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,111011
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T22:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,105979
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T22:23:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,107556
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T22:33:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,102356
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T22:43:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,94266
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T22:53:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,95089
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T23:03:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,92601
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T23:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,88060
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T23:23:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,72730
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T23:33:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,73670
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T23:43:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,76686
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-15T23:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,64587
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T00:03:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,68450
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T00:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,69161
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T00:23:41Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,62399
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T00:33:32Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,56793
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T00:43:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,51242
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T00:53:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,54015
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T01:03:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,49328
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T01:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,47570
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T01:23:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,49421
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T01:33:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,43068
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T01:43:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,42111
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T01:53:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,39483
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T02:03:01Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,39193
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T02:12:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,36291
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T02:22:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,37174
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T02:32:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,33370
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T02:42:59Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,34056
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T02:53:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,31315
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T03:03:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,34211
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T03:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,32887
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T03:23:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,30460
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T03:33:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,34186
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T03:43:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,33321
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T03:53:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,26748
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T04:03:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,31194
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T04:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,29509
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T04:23:35Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,30723
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T04:33:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,25892
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T04:43:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,24507
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T04:53:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,24571
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T05:03:34Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,28367
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T05:13:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,28146
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T05:23:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,31189
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T05:33:37Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,30333
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T05:43:36Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,31345
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T05:53:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,26612
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T06:03:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,29461
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T06:13:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,31859
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T06:23:38Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,33466
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T06:33:42Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,32208
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T06:43:40Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,37337
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T06:53:41Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,36852
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T07:03:02Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,40143
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T07:13:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,38997
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T07:23:01Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,43426
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T07:33:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,49163
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T07:43:00Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,50735
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T07:53:01Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,53003
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T08:03:03Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,51304
hl413vdpn1-301.interfaces_ae1.output.bps,2020-05-16T08:13:39Z,hl413vdpn1-301,hl413vdpn1-301.interfaces_ae1.output.bps,56722
