Numrow,ID,LocX,LocY,RegDens,RegPop,MedHHInc,MeanHHSz
5913,194HH,-75.458878,40.170737,,0.0,0.0,0.0
5914,19501,-76.057655,40.241588,84.0,984.0,42976.0,2.469999998807907
5915,19503,-75.588365,40.401044,87.0,1014.0,49609.0,2.5799999982118607
5916,19504,-75.589923,40.404892,67.0,5555.0,52595.0,2.839999996125698
5917,19505,-75.626175,40.375925,74.0,2485.0,51000.0,2.639999993145466
5918,19506,-76.129116,40.453886,57.0,6453.0,50111.0,2.7599999979138374
5919,19507,-76.272691,40.488558,56.0,3592.0,48136.0,2.8299999982118607
5920,19508,-75.825406,40.267165,73.0,15265.0,51395.0,2.619999997317791
5921,19510,-75.880342,40.444786,80.0,5139.0,63470.0,2.839999996125698
5922,19511,-75.739305,40.48773,76.0,312.0,55313.0,2.709999993443489
5923,19512,-75.663203,40.338497,73.0,17474.0,50345.0,2.5299999937415123
5924,19516,-76.00719,40.486726,85.0,327.0,47115.0,2.5299999937415123
5925,19518,-75.739319,40.273179,72.0,10944.0,60000.0,2.7599999979138374
5926,19519,-75.73144,40.317896,74.0,86.0,38500.0,1.7599999979138374
5927,19520,-75.806694,40.157078,61.0,6015.0,55211.0,2.689999997615814
5928,19522,-75.819979,40.447093,71.0,14225.0,53056.0,2.6699999943375587
5929,19523,-75.835887,40.203142,82.0,97.0,44375.0,1.669999998062849
5930,19525,-75.594009,40.311246,76.0,10186.0,62325.0,2.9099999964237213
5931,19526,-75.984634,40.545014,65.0,10721.0,45494.0,2.4799999967217445
5932,19529,-75.834746,40.625739,46.0,3231.0,49340.0,2.8599999994039536
5933,19530,-75.775662,40.535102,69.0,14460.0,43379.0,2.559999994933605
5934,19533,-75.989373,40.435509,75.0,7558.0,54609.0,2.5799999982118607
5935,19534,-75.874341,40.574033,57.0,2134.0,48276.0,2.809999994933605
5936,19536,-75.756987,40.480194,82.0,454.0,40500.0,2.489999994635582
5937,19539,-75.682256,40.497369,66.0,4367.0,54598.0,2.689999997615814
5938,19540,-75.966839,40.250592,71.0,11544.0,52994.0,2.739999994635582
5939,19541,-76.024389,40.479447,63.0,3444.0,57154.0,2.739999994635582
5940,19543,-75.892597,40.167618,64.0,3675.0,48784.0,2.839999996125698
5941,19544,-76.295641,40.418864,94.0,195.0,48000.0,3.0
5942,19545,-75.630822,40.340392,89.0,195.0,47143.0,3.4799999967217445
5943,19547,-75.763726,40.385143,62.0,3728.0,55023.0,2.5499999970197678
5944,19549,-76.025591,40.580744,76.0,281.0,27500.0,2.1599999964237213
5945,19550,-76.243736,40.456862,80.0,683.0,44306.0,2.6299999952316284
5946,19551,-76.137414,40.357034,66.0,5023.0,51391.0,2.559999994933605
5947,19554,-76.108331,40.513794,79.0,231.0,39063.0,2.459999993443489
5948,19555,-75.964664,40.494943,69.0,4322.0,43721.0,2.4199999943375587
5949,19559,-76.184102,40.492053,85.0,303.0,38125.0,2.1799999997019768
5950,19560,-75.911636,40.407243,78.0,6815.0,40886.0,2.3599999994039536
5951,19562,-75.703157,40.502511,90.0,2320.0,45106.0,2.369999997317791
5952,19565,-76.089218,40.327974,76.0,7239.0,51951.0,2.439999997615814
5953,19567,-76.20054,40.373285,67.0,4993.0,46125.0,2.619999997317791
5954,195HH,-75.958132,40.435926,,0.0,0.0,0.0
5955,19601,-75.935779,40.348092,98.0,31616.0,24891.0,2.6799999997019768
5956,19602,-75.919625,40.329992,98.0,16912.0,22059.0,2.469999998807907
5957,19604,-75.91205,40.355092,98.0,23810.0,32300.0,2.739999994635582
5958,19605,-75.937508,40.390943,80.0,16766.0,47235.0,2.4199999943375587
5959,19606,-75.870025,40.327741,81.0,29901.0,51181.0,2.5499999970197678
5960,19607,-75.955652,40.302492,86.0,20522.0,44305.0,2.1599999964237213
5961,19608,-76.024223,40.312842,76.0,17211.0,57317.0,2.689999997615814
5962,19609,-75.992107,40.324694,93.0,9175.0,47243.0,2.309999994933605
5963,19610,-75.970993,40.335023,87.0,14716.0,61814.0,2.269999995827675
5964,19611,-75.942152,40.327792,95.0,10023.0,32429.0,2.389999993145466
5965,196HH,-75.939272,40.355292,,0.0,0.0,0.0
5966,19701,-75.699452,39.598203,82.0,31499.0,65020.0,2.7899999991059303
5967,19702,-75.713864,39.626297,85.0,44917.0,54089.0,2.75
5968,19703,-75.46455,39.800945,93.0,15436.0,42009.0,2.389999993145466
5969,19706,-75.592043,39.573744,77.0,1600.0,44306.0,2.5399999991059303
5970,19707,-75.685864,39.784014,83.0,15085.0,97403.0,2.8599999994039536
5971,19709,-75.693201,39.479602,68.0,19587.0,67650.0,3.0099999979138374
5972,19710,-75.588815,39.788562,64.0,26.0,200001.0,1.4399999976158142
5973,19711,-75.743103,39.700561,87.0,55852.0,62258.0,2.6099999994039536
5974,19713,-75.717961,39.669211,88.0,31220.0,49910.0,2.5099999979138374
5975,19720,-75.59003,39.669219,84.0,55576.0,46669.0,2.6599999964237213
5976,19730,-75.659768,39.456484,79.0,366.0,51806.0,2.3199999928474426
5977,19731,-75.576564,39.518164,77.0,86.0,17679.0,1.7899999991059303
5978,19732,-75.574338,39.794496,85.0,46.0,200001.0,1.7699999995529652
5979,19733,-75.650585,39.555794,79.0,48.0,51250.0,1.6599999964237213
5980,19734,-75.66801,39.386601,50.0,5641.0,55288.0,2.7999999970197678
5981,19736,-75.649341,39.790911,52.0,66.0,200001.0,3.6699999943375587
5982,197HH,-75.607295,39.554948,,0.0,0.0,0.0
5983,19801,-75.548339,39.738563,93.0,15232.0,24375.0,2.4299999997019768
5984,19802,-75.533126,39.756213,97.0,27767.0,36057.0,2.559999994933605
5985,19803,-75.534012,39.793962,84.0,21022.0,75608.0,2.459999993443489
5986,19804,-75.608066,39.721062,88.0,17933.0,46012.0,2.4299999997019768
5987,19805,-75.58251,39.745377,98.0,40368.0,36493.0,2.5799999982118607
5988,19806,-75.564136,39.758563,97.0,9557.0,44907.0,1.669999998062849
5989,19807,-75.602565,39.787512,73.0,7350.0,105971.0,2.2299999967217445
5990,19808,-75.663105,39.734279,90.0,39867.0,57242.0,2.439999997615814
5991,19809,-75.496563,39.771663,88.0,14659.0,49570.0,2.2899999991059303
5992,19810,-75.50242,39.817645,91.0,25457.0,67623.0,2.4799999967217445
5993,198HH,-75.54556,39.733513,,0.0,0.0,0.0
5994,19901,-75.511633,39.16426,73.0,31394.0,37974.0,2.519999995827675
5995,19902,-75.469534,39.131958,58.0,380.0,0.0,0.0
5996,19904,-75.558702,39.161639,77.0,27554.0,44380.0,2.559999994933605
5997,19930,-75.060627,38.536354,73.0,2676.0,61699.0,1.969999998807907
5998,19931,-75.614702,38.570238,56.0,234.0,32500.0,2.389999993145466
5999,19933,-75.608075,38.73635,58.0,7193.0,31131.0,2.7799999937415123
6000,19934,-75.588719,39.094699,67.0,9725.0,46381.0,2.689999997615814
6001,19938,-75.680703,39.265066,60.0,5848.0,44921.0,2.8199999928474426
6002,19939,-75.214659,38.557501,64.0,4711.0,42220.0,2.489999994635582
6003,19940,-75.566901,38.469655,59.0,5018.0,38500.0,2.6099999994039536
6004,19941,-75.425954,38.80136,50.0,2140.0,38190.0,2.7599999979138374
6005,19942,-75.579077,38.868387,81.0,71.0,41458.0,2.5399999991059303
6006,19943,-75.58978,39.011387,62.0,9679.0,43773.0,2.649999998509884
6007,19944,-75.053563,38.459314,81.0,343.0,58333.0,1.8599999994039536
6008,19945,-75.183646,38.511469,56.0,5577.0,36000.0,2.4799999967217445
6009,19946,-75.466345,39.037803,62.0,3081.0,34571.0,2.339999996125698
6010,19947,-75.39269,38.676552,60.0,15343.0,41007.0,2.7599999979138374
6011,19950,-75.609665,38.818541,51.0,5042.0,41375.0,2.6599999964237213
6012,19951,-75.232864,38.682345,59.0,998.0,42283.0,2.4799999967217445
6013,19952,-75.613439,38.916908,55.0,8350.0,38219.0,2.6799999997019768
6014,19953,-75.70428,39.150822,63.0,4443.0,43409.0,2.9799999967217445
6015,19954,-75.512641,38.909621,64.0,1532.0,39833.0,2.75
6016,19955,-75.665491,39.227313,82.0,237.0,38500.0,2.959999993443489
6017,19956,-75.553046,38.549721,62.0,13309.0,38680.0,2.6299999952316284
6018,19958,-75.162823,38.746207,70.0,14211.0,41750.0,2.1599999964237213
6019,19960,-75.398892,38.855872,61.0,4888.0,38286.0,2.8299999982118607
6020,19962,-75.498585,39.06517,72.0,5938.0,46050.0,3.0299999937415123
6021,19963,-75.414496,38.922806,62.0,15235.0,37863.0,2.4799999967217445
6022,19964,-75.739431,39.098772,58.0,982.0,39464.0,2.5799999982118607
6023,19966,-75.241103,38.601355,66.0,17923.0,34756.0,2.3499999940395355
6024,19967,-75.111753,38.54597,75.0,428.0,40417.0,2.139999993145466
6025,19968,-75.286658,38.772648,59.0,6575.0,39833.0,2.469999998807907
6026,19970,-75.099282,38.55044,74.0,4583.0,41396.0,2.1599999964237213
6027,19971,-75.096772,38.711512,75.0,9869.0,43914.0,2.0399999991059303
6028,19973,-75.611025,38.643248,69.0,21289.0,36042.0,2.5699999928474426
6029,19975,-75.156423,38.463751,66.0,6321.0,38082.0,2.339999996125698
6030,19977,-75.593919,39.29799,63.0,13539.0,41519.0,2.559999994933605
6031,19979,-75.571851,39.0461,69.0,604.0,41389.0,2.769999995827675
6032,19980,-75.570575,39.07027,84.0,74.0,46250.0,2.8499999940395355
6033,199HH,-75.226714,38.747453,,0.0,0.0,0.0
6034,20001,-77.017322,38.907711,99.0,33711.0,25095.0,2.389999993145466
6035,20002,-76.990971,38.901811,98.0,49391.0,35313.0,2.25
6036,20003,-76.994471,38.881762,99.0,23122.0,50663.0,1.9899999983608723
6037,20004,-77.027602,38.895268,86.0,750.0,66771.0,1.3099999986588955
6038,20005,-77.030881,38.904461,100.0,10736.0,31352.0,1.6799999997019768
6039,20006,-77.041958,38.897567,96.0,1850.0,5787.0,1.2799999974668026
6040,20007,-77.071798,38.913961,98.0,28840.0,70815.0,1.869999997317791
6041,20008,-77.060393,38.934866,98.0,26440.0,66339.0,1.619999997317791
6042,20009,-77.037777,38.919211,100.0,46418.0,42106.0,1.8099999986588955
6043,20010,-77.029297,38.933311,100.0,29013.0,33408.0,2.589999996125698
6044,20011,-77.020974,38.95211,99.0,57380.0,39757.0,2.489999994635582
6045,20012,-77.028586,38.97808,96.0,13466.0,59040.0,2.2999999970197678
6046,20015,-77.067373,38.96516,94.0,15326.0,97091.0,2.269999995827675
6047,20016,-77.087232,38.94081,97.0,31625.0,80651.0,1.9599999971687794
6048,20017,-76.991255,38.937478,98.0,19213.0,43824.0,2.3299999982118607
6049,20018,-76.975232,38.928761,96.0,17005.0,37277.0,2.339999996125698
6050,20019,-76.938112,38.891445,98.0,52686.0,27317.0,2.4499999955296516
6051,20020,-76.971388,38.863079,99.0,50024.0,27964.0,2.5499999970197678
6052,20024,-77.023621,38.880112,94.0,11709.0,37035.0,1.669999998062849
6053,20032,-77.000585,38.836145,98.0,31676.0,24905.0,2.5999999940395355
6054,20036,-77.041481,38.906778,99.0,3994.0,51847.0,1.319999996572733
6055,20037,-77.051265,38.900394,100.0,12380.0,42487.0,1.3399999998509884
6056,200HH,-77.021898,38.874036,,0.0,0.0,0.0
6057,20105,-77.608784,38.964054,38.0,1319.0,73750.0,2.5399999991059303
6058,20106,-77.990313,38.683116,51.0,3724.0,60063.0,2.8499999940395355
6059,20109,-77.512943,38.790202,84.0,29244.0,53636.0,2.6599999964237213
6060,20110,-77.476942,38.752269,91.0,39377.0,62938.0,2.959999993443489
6061,20111,-77.449158,38.769697,84.0,24324.0,65353.0,3.0999999940395355
6062,20112,-77.447966,38.685117,76.0,18947.0,91014.0,3.1699999943375587
6063,20115,-77.881746,38.855848,47.0,5670.0,64453.0,2.619999997317791
6064,20117,-77.74903,38.983902,48.0,2688.0,57548.0,2.239999994635582
6065,20118,-77.749967,38.953454,48.0,200.0,35938.0,2.1099999994039536
6066,20119,-77.638668,38.639283,45.0,3553.0,55898.0,2.8199999928474426
6067,20120,-77.449988,38.851221,87.0,34441.0,85012.0,2.969999998807907
6068,20121,-77.439642,38.82571,90.0,25895.0,69879.0,2.709999993443489
6069,20124,-77.392372,38.797424,78.0,15010.0,117689.0,3.1799999997019768
6070,20129,-77.614714,39.149032,59.0,173.0,60833.0,3.1099999994039536
6071,20130,-77.94907,39.008532,48.0,60.0,75337.0,1.7599999979138374
6072,20132,-77.727989,39.146479,57.0,9072.0,75120.0,2.8199999928474426
6073,20135,-77.871921,39.080229,44.0,2694.0,61014.0,2.5
6074,20136,-77.569176,38.7475,76.0,8924.0,81788.0,3.0999999940395355
6075,20137,-77.705708,38.810629,56.0,1692.0,72222.0,2.7899999991059303
6076,20138,-77.672951,38.630238,48.0,145.0,72969.0,2.959999993443489
6077,20139,-77.70361,38.651558,26.0,12.0,19643.0,0.7999999988824129
6078,20140,-77.872436,38.918124,61.0,83.0,35208.0,2.959999993443489
6079,20141,-77.77328,39.119917,62.0,3200.0,88125.0,2.969999998807907
6080,20143,-77.563916,38.858613,57.0,955.0,109270.0,3.219999998807907
6081,20144,-77.925506,38.918435,30.0,985.0,87618.0,2.589999996125698
6082,20147,-77.490641,39.041978,81.0,29696.0,88133.0,2.889999993145466
6083,20148,-77.52276,39.020637,74.0,3978.0,106977.0,3.2599999979138374
6084,20151,-77.436304,38.889111,82.0,17270.0,89862.0,3.219999998807907
6085,20152,-77.503802,38.90371,67.0,6546.0,85948.0,2.689999997615814
6086,20155,-77.62404,38.803732,69.0,6488.0,80161.0,2.649999998509884
6087,20158,-77.661863,39.137667,67.0,2939.0,76397.0,2.7299999967217445
6088,20164,-77.392951,39.011909,95.0,34520.0,71325.0,2.939999997615814
6089,20165,-77.387019,39.044855,90.0,27214.0,95623.0,2.7999999970197678
6090,20166,-77.434426,39.004276,68.0,3917.0,67972.0,2.5999999940395355
6091,20169,-77.649479,38.860551,64.0,5547.0,90119.0,2.8499999940395355
6092,20170,-77.385278,38.977109,94.0,38187.0,84035.0,3.209999993443489
6093,20171,-77.400852,38.931479,90.0,33877.0,102577.0,3.089999996125698
6094,20175,-77.580258,39.080037,69.0,17170.0,75521.0,2.639999993145466
6095,20176,-77.545192,39.138978,72.0,19503.0,71393.0,2.8299999982118607
6096,20180,-77.642396,39.261906,57.0,4500.0,76920.0,2.8799999952316284
6097,20181,-77.573656,38.69835,59.0,6357.0,74640.0,2.989999994635582
6098,20184,-77.874877,38.997904,27.0,570.0,43125.0,1.9299999997019768
6099,20186,-77.814508,38.707135,64.0,10588.0,59235.0,2.4199999943375587
6100,20187,-77.737176,38.735202,66.0,13288.0,80589.0,3.0499999970197678
6101,20190,-77.346206,38.959673,91.0,14241.0,65994.0,2.1799999997019768
6102,20191,-77.346904,38.934709,92.0,29077.0,79058.0,2.5399999991059303
6103,20194,-77.346585,38.977362,93.0,12603.0,98466.0,2.3299999982118607
6104,20197,-77.631182,39.191333,53.0,1042.0,111726.0,2.6599999964237213
6105,20198,-77.759079,38.889848,36.0,2032.0,60035.0,2.339999996125698
6106,201HH,-77.433695,38.702502,,0.0,0.0,0.0
6107,20319,-77.014244,38.866924,73.0,70.0,67292.0,3.0
6108,20332,-77.017609,38.829932,96.0,644.0,46964.0,3.0
6109,20336,-77.01299,38.847768,91.0,4590.0,49223.0,3.4799999967217445
6110,20375,-77.023227,38.822713,,0.0,0.0,0.0
6111,203XX,-77.040021,38.840129,,0.0,0.0,0.0
6112,20601,-76.860087,38.634306,75.0,22294.0,66125.0,2.9099999964237213
6113,20602,-76.903811,38.598185,85.0,21532.0,52254.0,2.8299999982118607
6114,20603,-76.95723,38.631542,82.0,20810.0,71762.0,3.0
6115,20606,-76.73974,38.250996,71.0,456.0,65694.0,2.5499999970197678
6116,20607,-77.018072,38.672216,73.0,7234.0,82060.0,3.0999999940395355
6117,20608,-76.692291,38.564649,46.0,1026.0,61354.0,2.9099999964237213
6118,20609,-76.750843,38.268558,58.0,1264.0,60700.0,2.75
6119,20611,-76.985806,38.463289,60.0,734.0,53125.0,2.639999993145466
6120,20612,-76.678647,38.511147,78.0,144.0,34167.0,1.949999999254942
6121,20613,-76.822151,38.676968,58.0,8353.0,62842.0,2.7999999970197678
6122,20615,-76.548142,38.416782,79.0,399.0,43250.0,2.2299999967217445
6123,20616,-77.083015,38.639117,76.0,4705.0,57175.0,2.709999993443489
6124,20617,-76.844778,38.55223,56.0,653.0,65809.0,2.5699999928474426
6125,20618,-76.79155,38.270124,53.0,511.0,43594.0,2.2999999970197678
6126,20619,-76.522319,38.303103,73.0,6446.0,62296.0,2.5399999991059303
6127,20620,-76.51759,38.226406,67.0,1481.0,55294.0,2.4199999943375587
6128,20621,-76.807824,38.330254,50.0,1184.0,52216.0,2.719999998807907
6129,20622,-76.839475,38.458322,59.0,3471.0,73144.0,3.0299999937415123
6130,20623,-76.830756,38.748872,82.0,2610.0,78889.0,3.1299999952316284
6131,20624,-76.731136,38.330096,51.0,873.0,56250.0,2.7799999937415123
6132,20625,-76.84951,38.262468,85.0,851.0,46250.0,2.439999997615814
6133,20626,-76.758292,38.229113,70.0,420.0,39107.0,2.149999998509884
6134,20628,-76.338655,38.135718,42.0,257.0,70179.0,2.3199999928474426
6135,20629,-76.453403,38.334336,82.0,590.0,53393.0,2.7599999979138374
6136,20630,-76.474372,38.171834,44.0,351.0,63021.0,2.2799999937415123
6137,20632,-76.961829,38.421787,49.0,539.0,60688.0,2.6999999955296516
6138,20634,-76.498506,38.260846,77.0,5383.0,59658.0,2.8499999940395355
6139,20636,-76.548393,38.349517,66.0,7858.0,61154.0,2.689999997615814
6140,20637,-76.754358,38.523408,62.0,4398.0,85848.0,3.0099999979138374
6141,20639,-76.604345,38.601648,69.0,11464.0,81765.0,3.0699999928474426
6142,20640,-77.152128,38.593095,66.0,8287.0,46623.0,2.6799999997019768
6143,20645,-76.915399,38.30126,66.0,410.0,69464.0,2.1799999997019768
6144,20646,-76.980633,38.528103,65.0,16420.0,68252.0,2.8199999928474426
6145,20650,-76.643361,38.269283,65.0,10842.0,59646.0,2.75
6146,20653,-76.44889,38.234838,75.0,19416.0,45029.0,2.6099999994039536
6147,20657,-76.433284,38.370044,76.0,18189.0,56526.0,2.969999998807907
6148,20658,-77.167797,38.567465,72.0,903.0,60500.0,2.969999998807907
6149,20659,-76.728267,38.427328,66.0,21123.0,58633.0,3.0699999928474426
6150,20662,-77.194796,38.42029,42.0,2655.0,51172.0,2.8499999940395355
6151,20664,-76.924932,38.343729,49.0,2682.0,46731.0,2.769999995827675
6152,20667,-76.438205,38.2176,64.0,167.0,50139.0,2.4199999943375587
6153,20670,-76.423834,38.268636,70.0,2866.0,30396.0,2.689999997615814
6154,20674,-76.490559,38.127843,73.0,768.0,46900.0,2.309999994933605
6155,20675,-77.01739,38.58215,66.0,1727.0,68464.0,2.7999999970197678
6156,20676,-76.529376,38.489163,66.0,3409.0,64500.0,2.899999998509884
6157,20677,-77.031697,38.501493,58.0,1770.0,76185.0,2.589999996125698
6158,20678,-76.584328,38.535116,67.0,9285.0,56219.0,2.8799999952316284
6159,20680,-76.369647,38.112419,12.0,1013.0,36406.0,2.2899999991059303
6160,20684,-76.405126,38.151666,61.0,1181.0,53158.0,2.5099999979138374
6161,20685,-76.497764,38.448869,68.0,5429.0,66705.0,2.9499999955296516
6162,20687,-76.344403,38.064947,39.0,260.0,47917.0,1.8799999989569187
6163,20688,-76.465685,38.339176,80.0,1114.0,48254.0,1.6799999997019768
6164,20689,-76.586481,38.668765,69.0,1000.0,59375.0,3.0499999970197678
6165,20690,-76.532842,38.165432,68.0,679.0,57188.0,2.189999997615814
6166,20692,-76.501852,38.179764,57.0,430.0,51339.0,2.3299999982118607
6167,20693,-77.089551,38.451267,28.0,723.0,63942.0,3.0099999979138374
6168,20695,-76.970634,38.593202,71.0,4780.0,69050.0,2.839999996125698
6169,206HH,-76.64721,38.454731,,0.0,0.0,0.0
6170,20701,-76.792304,39.127708,33.0,49.0,13750.0,2.8799999952316284
6171,20705,-76.913301,39.044509,83.0,22757.0,60149.0,2.6999999955296516
6172,20706,-76.853318,38.964093,92.0,37098.0,58528.0,2.8199999928474426
6173,20707,-76.86571,39.098475,88.0,25701.0,53006.0,2.3599999994039536
6174,20708,-76.841036,39.0632,85.0,25119.0,52129.0,2.4199999943375587
6175,20710,-76.930053,38.941428,97.0,7675.0,35112.0,2.389999993145466
6176,20711,-76.672369,38.80884,65.0,6062.0,51595.0,2.6599999964237213
6177,20712,-76.963696,38.941594,99.0,9025.0,35889.0,2.459999993443489
6178,20714,-76.53637,38.711264,84.0,4085.0,57557.0,2.5699999928474426
6179,20715,-76.743821,38.979413,86.0,25049.0,76206.0,2.7999999970197678
6180,20716,-76.724579,38.93193,85.0,19693.0,72641.0,2.5499999970197678
6181,20720,-76.786121,38.986699,83.0,14709.0,83728.0,3.1299999952316284
6182,20721,-76.794049,38.917506,84.0,22466.0,94851.0,2.939999997615814
6183,20722,-76.952032,38.939716,93.0,5442.0,44928.0,3.0
6184,20723,-76.857907,39.134062,85.0,24053.0,67823.0,2.7799999937415123
6185,20724,-76.803345,39.101646,77.0,13025.0,64626.0,2.4799999967217445
6186,20732,-76.536522,38.670858,78.0,8187.0,66995.0,2.869999997317791
6187,20733,-76.524691,38.801516,79.0,2736.0,65889.0,2.739999994635582
6188,20735,-76.899139,38.753264,83.0,32890.0,71317.0,2.969999998807907
6189,20736,-76.617934,38.694074,68.0,6450.0,76800.0,3.019999995827675
6190,20737,-76.920564,38.96146,95.0,19968.0,46427.0,3.1299999952316284
6191,20740,-76.925776,38.99756,92.0,31080.0,50844.0,2.489999994635582
6192,20743,-76.906455,38.886812,94.0,41378.0,44197.0,2.7799999937415123
6193,20744,-76.99034,38.756347,86.0,48258.0,74933.0,2.8499999940395355
6194,20745,-76.991935,38.80758,93.0,27733.0,42247.0,2.6299999952316284
6195,20746,-76.914789,38.839663,93.0,28418.0,43566.0,2.5299999937415123
6196,20747,-76.886217,38.855479,95.0,40175.0,47663.0,2.6299999952316284
6197,20748,-76.939741,38.822163,94.0,39896.0,51578.0,2.559999994933605
6198,20751,-76.553355,38.786949,78.0,2259.0,65625.0,2.6099999994039536
6199,20754,-76.651179,38.746123,72.0,6443.0,87925.0,3.0099999979138374
6200,20755,-76.74126,39.105015,84.0,9901.0,40661.0,3.469999998807907
6201,20758,-76.593789,38.731822,64.0,721.0,63333.0,2.2799999937415123
6202,20759,-76.937994,39.147257,71.0,1670.0,111596.0,3.119999997317791
6203,20762,-76.883341,38.820546,82.0,7925.0,44310.0,3.389999993145466
6204,20763,-76.823351,39.137307,86.0,2410.0,44531.0,2.689999997615814
6205,20764,-76.511407,38.839015,81.0,3987.0,67878.0,2.6599999964237213
6206,20765,-76.547955,38.844097,80.0,366.0,87500.0,2.5099999979138374
6207,20769,-76.815443,38.984107,78.0,5159.0,91066.0,3.189999997615814
6208,20770,-76.880057,39.00391,92.0,21172.0,46200.0,2.2799999937415123
6209,20772,-76.781009,38.792281,74.0,35344.0,73612.0,2.719999998807907
6210,20774,-76.806854,38.892456,81.0,33201.0,70019.0,2.7299999967217445
6211,20776,-76.619171,38.86313,62.0,3460.0,67794.0,2.8499999940395355
6212,20777,-76.95779,39.173104,72.0,2982.0,117295.0,3.0099999979138374
6213,20778,-76.55604,38.832265,67.0,1837.0,71780.0,2.9199999943375587
6214,20779,-76.570766,38.759196,65.0,1272.0,81924.0,2.719999998807907
6215,20781,-76.935603,38.946746,95.0,11404.0,45883.0,2.889999993145466
6216,20782,-76.961392,38.96401,97.0,28727.0,43783.0,2.6099999994039536
6217,20783,-76.972947,38.98941,97.0,43071.0,43345.0,3.0699999928474426
6218,20784,-76.888803,38.950528,97.0,27184.0,49834.0,2.8599999994039536
6219,20785,-76.889002,38.920111,93.0,39127.0,43108.0,2.989999994635582
6220,20794,-76.787671,39.144807,83.0,15814.0,59288.0,2.689999997615814
6221,207HH,-76.712353,38.811114,,0.0,0.0,0.0
6222,20812,-77.144202,38.97026,85.0,231.0,118689.0,2.75
6223,20814,-77.101856,38.999759,95.0,25209.0,77568.0,2.019999995827675
6224,20815,-77.080791,38.97986,95.0,28121.0,95511.0,2.209999993443489
6225,20816,-77.114256,38.958377,94.0,15136.0,118631.0,2.469999998807907
6226,20817,-77.135196,38.996842,88.0,35183.0,113788.0,2.639999993145466
6227,20818,-77.159281,38.97511,87.0,2019.0,106421.0,2.719999998807907
6228,20832,-77.074876,39.155449,89.0,24547.0,91238.0,3.0099999979138374
6229,20833,-77.05917,39.183221,72.0,6239.0,103879.0,3.1299999952316284
6230,20837,-77.407638,39.128854,62.0,6017.0,82301.0,3.089999996125698
6231,20838,-77.377813,39.221975,59.0,190.0,87379.0,2.639999993145466
6232,20839,-77.414111,39.1672,47.0,109.0,86250.0,2.869999997317791
6233,20841,-77.321003,39.194497,50.0,1879.0,87023.0,2.899999998509884
6234,20842,-77.416996,39.22086,34.0,1945.0,89120.0,2.6699999943375587
6235,20850,-77.171801,39.093408,88.0,33277.0,74655.0,2.6599999964237213
6236,20851,-77.1232,39.076608,96.0,13310.0,59992.0,2.839999996125698
6237,20852,-77.122613,39.0509,94.0,34849.0,69097.0,2.1699999943375587
6238,20853,-77.094407,39.087409,91.0,27487.0,80595.0,2.8299999982118607
6239,20854,-77.199959,39.035028,84.0,46326.0,140222.0,3.019999995827675
6240,20855,-77.149819,39.131705,82.0,17175.0,92565.0,3.139999993145466
6241,20860,-77.034948,39.15283,72.0,1135.0,57260.0,2.059999994933605
6242,20861,-76.998599,39.14827,73.0,1766.0,92934.0,3.1799999997019768
6243,20862,-77.017081,39.184019,69.0,314.0,115582.0,2.75
6244,20866,-76.93467,39.097243,84.0,11249.0,70654.0,2.739999994635582
6245,20868,-76.963721,39.127028,68.0,201.0,54583.0,2.4499999955296516
6246,20871,-77.291254,39.262598,61.0,2832.0,91368.0,2.889999993145466
6247,20872,-77.227528,39.284185,76.0,11809.0,68426.0,2.9499999955296516
6248,20874,-77.275645,39.169859,89.0,49238.0,65104.0,2.639999993145466
6249,20876,-77.243299,39.191769,86.0,22439.0,69843.0,2.9199999943375587
6250,20877,-77.185684,39.13975,95.0,30329.0,51309.0,2.7899999991059303
6251,20878,-77.235485,39.11755,90.0,55186.0,84330.0,2.869999997317791
6252,20879,-77.187169,39.168656,90.0,21754.0,66799.0,3.0099999979138374
6253,20880,-77.175926,39.139535,86.0,457.0,92596.0,2.3299999982118607
6254,20882,-77.1594,39.229652,71.0,12423.0,97092.0,3.2299999967217445
6255,20886,-77.195647,39.178737,97.0,32960.0,66284.0,2.589999996125698
6256,20895,-77.077455,39.027259,94.0,18498.0,81906.0,2.489999994635582
6257,20896,-77.092635,39.035276,93.0,589.0,100802.0,2.639999993145466
6258,208HH,-77.243657,39.026052,,0.0,0.0,0.0
6259,20901,-77.011506,39.020359,97.0,33555.0,66507.0,2.6599999964237213
6260,20902,-77.048763,39.040759,96.0,42870.0,60296.0,2.8199999928474426
6261,20903,-76.981998,39.014009,96.0,22997.0,45738.0,3.25
6262,20904,-76.978344,39.069108,92.0,48904.0,60390.0,2.6799999997019768
6263,20905,-76.993746,39.104509,83.0,18261.0,92836.0,3.139999993145466
6264,20906,-77.064331,39.07737,94.0,61284.0,55562.0,2.559999994933605
6265,20910,-77.034044,38.999992,98.0,35448.0,50552.0,2.139999993145466
6266,20912,-77.000446,38.98236,99.0,24628.0,44572.0,2.5299999937415123
6267,209HH,-76.967379,39.148398,,0.0,0.0,0.0
6268,21001,-76.180665,39.508177,77.0,19072.0,41619.0,2.5099999979138374
6269,21005,-76.140837,39.473451,51.0,3116.0,38875.0,3.519999995827675
6270,21009,-76.298304,39.473899,88.0,23707.0,63212.0,2.689999997615814
6271,21010,-76.273137,39.344808,47.0,961.0,45341.0,3.6799999997019768
